Corn,10,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,U.S. total,10,United States,10,1996,366.46,Base survey of 1996,,30,No specific size,90
Corn,10,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,U.S. total,10,United States,10,1997,327.6,Base survey of 1996,,30,No specific size,90
Corn,10,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,U.S. total,10,United States,10,1998,259.76,Base survey of 1996,,30,No specific size,90
Corn,10,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,U.S. total,10,United States,10,1999,228.15,Base survey of 1996,,30,No specific size,90
Corn,10,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,U.S. total,10,United States,10,2000,244.26,Base survey of 1996,,30,No specific size,90
Corn,10,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,U.S. total,10,United States,10,2001,264.96,Base survey of 2001,,30,No specific size,90
Corn,10,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,U.S. total,10,United States,10,2002,310.88,Base survey of 2001,,30,No specific size,90
Corn,10,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,U.S. total,10,United States,10,2003,317.37,Base survey of 2001,,30,No specific size,90
Corn,10,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,U.S. total,10,United States,10,2004,359.97,Base survey of 2001,,30,No specific size,90
Corn,10,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,U.S. total,10,United States,10,2005,259.26,Base survey of 2005,,30,No specific size,90
Corn,10,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,U.S. total,10,United States,10,2006,350.52,Base survey of 2005,,30,No specific size,90
Corn,10,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,U.S. total,10,United States,10,2007,467.61,Base survey of 2005,,30,No specific size,90
Corn,10,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,U.S. total,10,United States,10,2008,627.84,Base survey of 2005,,30,No specific size,90
Corn,10,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,U.S. total,10,United States,10,2009,560.04,Base survey of 2005,,30,No specific size,90
Corn,10,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,U.S. total,10,United States,10,2010,688.47,Base survey of 2010,,30,No specific size,90
Corn,10,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,U.S. total,10,United States,10,2011,836.58,Base survey of 2010,,30,No specific size,90
Corn,10,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,U.S. total,10,United States,10,2012,801.22,Base survey of 2010,,30,No specific size,90
Corn,10,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,U.S. total,10,United States,10,2013,719.16,Base survey of 2010,,30,No specific size,90
Corn,10,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,U.S. total,10,United States,10,2014,601.8,Base survey of 2010,,30,No specific size,90
Corn,10,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,U.S. total,10,United States,10,2015,611.22,Base survey of 2010,,30,No specific size,90
Corn,10,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,U.S. total,10,United States,10,2016,602.07,Base survey of 2016,,30,No specific size,90
Corn,10,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,U.S. total,10,United States,10,2017,601.25,Base survey of 2016,,30,No specific size,90
Corn,10,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,U.S. total,10,United States,10,2018,629.28,Base survey of 2016,,30,No specific size,90
Corn,10,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,U.S. total,10,United States,10,2019,662.59,Base survey of 2016,,30,No specific size,90
Corn,10,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,U.S. total,10,United States,10,2020,642.58,Base survey of 2016,,30,No specific size,90
Corn,10,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Heartland,20,United States,10,1996,384.32,Base survey of 1996,,30,No specific size,90
Corn,10,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Heartland,20,United States,10,1997,340,Base survey of 1996,,30,No specific size,90
Corn,10,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Heartland,20,United States,10,1998,275.04,Base survey of 1996,,30,No specific size,90
Corn,10,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Heartland,20,United States,10,1999,235.47,Base survey of 1996,,30,No specific size,90
Corn,10,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Heartland,20,United States,10,2000,258.13,Base survey of 1996,,30,No specific size,90
Corn,10,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Heartland,20,United States,10,2001,271.8,Base survey of 2001,,30,No specific size,90
Corn,10,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Heartland,20,United States,10,2002,326.6,Base survey of 2001,,30,No specific size,90
Corn,10,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Heartland,20,United States,10,2003,329.7,Base survey of 2001,,30,No specific size,90
Corn,10,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Heartland,20,United States,10,2004,373.8,Base survey of 2001,,30,No specific size,90
Corn,10,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Heartland,20,United States,10,2005,266.76,Base survey of 2005,,30,No specific size,90
Corn,10,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Heartland,20,United States,10,2006,377.5,Base survey of 2005,,30,No specific size,90
Corn,10,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Heartland,20,United States,10,2007,500.65,Base survey of 2005,,30,No specific size,90
Corn,10,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Heartland,20,United States,10,2008,685.72,Base survey of 2005,,30,No specific size,90
Corn,10,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Heartland,20,United States,10,2009,606.48,Base survey of 2005,,30,No specific size,90
Corn,10,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Heartland,20,United States,10,2010,723.11,Base survey of 2010,,30,No specific size,90
Corn,10,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Heartland,20,United States,10,2011,883.5,Base survey of 2010,,30,No specific size,90
Corn,10,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Heartland,20,United States,10,2012,811.58,Base survey of 2010,,30,No specific size,90
Corn,10,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Heartland,20,United States,10,2013,757.35,Base survey of 2010,,30,No specific size,90
Corn,10,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Heartland,20,United States,10,2014,628.29,Base survey of 2010,,30,No specific size,90
Corn,10,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Heartland,20,United States,10,2015,633.36,Base survey of 2010,,30,No specific size,90
Corn,10,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Heartland,20,United States,10,2016,646.16,Base survey of 2016,,30,No specific size,90
Corn,10,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Heartland,20,United States,10,2017,646,Base survey of 2016,,30,No specific size,90
Corn,10,Gross value of production,1,"Primary product, grain","Primary product, grain",31,dollars per planted acre,$ / planted ac,10,Heartland,20,United States,10,2018,678,Base survey of 2016,,30,No specific size,90
